Fonds,Pays / Info,Secteurs,Position,Véhicules,Catégorie,Géographie d'investissement,HQ,Bureaux,"Ticket 
(m€)","Ticket Min 
(m€)","Ticket Max
(m€)",Type d'investissement,Contact,Contact qualifié (Oui/Non),Appétence pour secteur,Thèse d'investissement (VE/EBITDA cible),Approché dans Opérations D&A ,Sources,Plaquette ,Commentaires
Pologne - PE specialist,Tous secteurs,EQUITIN PARTNERS |  Pologne - PE specialist 1 (Majoritaire) Ticket unitaire:  3 - 6 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Pologne,,,,,,,,,,,,,,,,,,
Pologne - PE specialist,Tous secteurs,"KROKUS PRIVATE EQUITY |  Pologne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  3 - 15 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Pologne",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Energie et Environnement, , ","DIAMOND CASTLE HOLDINGS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 80 M€ Secteur:  Santé    Energie et Environnement    Services aux Particuliers / Entreprises    Services Financiers Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Croatie - PE specialist,"Santé, Distribution aux Particuliers / Entreprises, , , ","BLUE SEA CAPITAL |  Croatie - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 10 M€    VE:  10 - 20 M€ Secteur:  Santé    Distribution aux Particuliers / Entreprises    Biens de consommation    Industrie    Services aux Particuliers / Entreprises Zones géographiques:  Bosnie Herzégovine    Kosovo    Macédoine    Croatie    Slovénie    Monténégro    Serbie",,,,,,,,,,,,,,,,,,
Grèce - Family Office,"Immobilier, Transport et Logistique",MIG HOLDINGS (EX MARFIN INVESTMENT GROUP (MIG)) |  Grèce - Family Office 1 (Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  10 - 500 M€ Secteur:  Immobilier    Transport et Logistique Zones géographiques:  Europe du Sud    Europe Centrale et de l'Est,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,ORIGINE PARTNERS |  France - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
Allemagne - Family Office,Tous secteurs,ALVIA CAPITAL |  Allemagne - Family Office 1 (Majoritaire) Ticket unitaire:  2 - 10 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Services Financiers, ","DEWB |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 7 M€    VE:  10 - 50 M€ Secteur:  Services Financiers    Technologie Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Etats-Unis - Family Office,Tous secteurs,"ALPHA CAPITAL PARTNERS |  Etats-Unis - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 15 M€    VE:  25 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"BRAZOS PRIVATE EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 80 M€    VE:  40 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Technologie, Services aux Particuliers / Entreprises","CROSSPOINT CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 150 M€    VE:  10 - 80 M€ Secteur:  Technologie    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Pays-Bas - Family Office,Tous secteurs,"KNOP INVESTMENTS |  Pays-Bas - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Santé, Technologie, ",SEVEST |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  45 - 160 M€    VE:  50 - 100 M€ Secteur:  Santé    Technologie    Industrie Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"MV CREDIT PARTNERS |  Angleterre - PE specialist 1 (Unitranche, Mezzanine) Ticket unitaire:  5 - 60 M€    VE:  35 - 600 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
France - PE specialist,"Tous secteurs, Internet et e-commerce, , , Energie et Environnement, Immobilier, Tous secteurs","123 INVESTMENT MANAGERS |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 6 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  France 2 (Venture) Ticket unitaire:  1 - 6 M€    VE:  10 - 100 M€ Secteur:  Internet et e-commerce    Technologie    Média Zones géographiques:  Europe 3 (Minoritaire, Mezzanine, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  20 - 250 M€ Secteur:  Energie et Environnement Zones géographiques:  Suisse    France    Belgique 4 (Minoritaire, Unitranche, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  20 - 250 M€ Secteur:  Immobilier Zones géographiques:  Suisse    France    Belgique 5 () Ticket unitaire:  5 - 600 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Toutes zones géographiques",,,,,,,,,,,,,,,,,,
France - PE specialist,"Energie et Environnement, , , , Energie et Environnement, ",ALOE PRIVATE EQUITY |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  20 - 150 M€ Secteur:  Energie et Environnement    Technologie    Industrie    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis    Europe    Asie 2 (Venture (Serie B/C)) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Energie et Environnement    Technologie Zones géographiques:  Etats-Unis    Europe    Asie,,,,,,,,,,,,,,,,,,
France - PE specialist,"Technologie, Industrie, , Technologie","AQUITI GESTION |  France - PE specialist 1 (Minoritaire, Mezzanine) Ticket unitaire:  0 - 1 M€    VE:  1 - 50 M€ Secteur:  Technologie    Industrie    Services aux Particuliers / Entreprises Zones géographiques:  France 2 (Venture) Ticket unitaire:  0 - 1 M€    VE:  0 - 0 M€ Secteur:  Technologie Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,BASTILLE CAPITAL |  France - PE specialist 1 (Retournement) Ticket unitaire:  5 - 40 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
France - Family Office,"Santé, Distribution aux Particuliers / Entreprises, , ",BATIPART |  France - Family Office 1 (Majoritaire) Ticket unitaire:  50 - 300 M€    VE:  100 - 5 000 M€ Secteur:  Santé    Distribution aux Particuliers / Entreprises    Divertissement / Loisir / Restauration    Immobilier Zones géographiques:  Afrique    Europe    Asie,,,,,,,,,,,,,,,,,,
France - Bank - PE dept,"Tous secteurs, Tous secteurs","BNP PARIBAS DÉVELOPPEMENT |  France - Bank - PE dept 1 (Minoritaire) Ticket unitaire:  0 - 15 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Benelux    Suisse    France 2 (Venture (Seed), Venture (Serie A), Venture (Serie B/C)) Ticket unitaire:  0 - 8 M€    VE:  2 - 15 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,"BURELLE PARTICIPATIONS |  France - Family Office 1 (Minoritaire, Mezzanine, Majoritaire) Ticket unitaire:  1 - 3 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,CHALUS CHEGARAY & COMPAGNIE |  France - Family Office 1 (Majoritaire) Ticket unitaire:  0 - 5 M€    VE:  1 - 30 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Family Office,"Distribution aux Particuliers / Entreprises, , ",DIRIGEANTS ET LBO (DLBO) |  France - Family Office 1 (Majoritaire) Ticket unitaire:  1 - 10 M€    VE:  5 - 50 M€ Secteur:  Distribution aux Particuliers / Entreprises    Services Financiers    Industrie Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,EQUALIS CAPITAL |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 2 M€    VE:  5 - 20 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,"EQUINOX INDUSTRIES (CAVIPAR) |  France - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 50 M€    VE:  20 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni    Etats-Unis    Belgique    France",,,,,,,,,,,,,,,,,,
France - Family Office,"Industrie, Services aux Particuliers / Entreprises","GREEN RECOVERY |  France - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  1 - 5 M€    VE:  10 - 100 M€ Secteur:  Industrie    Services aux Particuliers / Entreprises Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,INOCAP GESTION |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  2 - 10 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    France,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Divertissement / Loisir / Restauration, ",INSPIRING SPORT CAPITAL |  Angleterre - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 50 M€ Secteur:  Divertissement / Loisir / Restauration    Distribution aux Particuliers / Entreprises Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
France - Family Office,"Agroalimentaire, , , ",JACCAR |  France - Family Office 1 (Minoritaire) Ticket unitaire:  5 - 150 M€    VE:  100 - 1 000 M€ Secteur:  Agroalimentaire    Industrie    Transport et Logistique    Energie et Environnement Zones géographiques:  Afrique    Asie    Europe,,,,,,,,,,,,,,,,,,
France - Family Office,"Technologie, Energie et Environnement",MASLOW CAPITAL PARTNERS |  France - Family Office 1 (Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  5 - 100 M€ Secteur:  Technologie    Energie et Environnement Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,LMBO |  France - Family Office 1 (Minoritaire) Ticket unitaire:  1 - 15 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Family Office,"Technologie, Internet et e-commerce, ","MATIGNON INVESTISSEMENT ET GESTION |  France - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  0 - 15 M€    VE:  1 - 50 M€ Secteur:  Technologie    Internet et e-commerce    Média Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - Family Office,"Industrie, BTP / Construction, ",MFGI |  France - Family Office 1 (Minoritaire) Ticket unitaire:  1 - 30 M€    VE:  3 - 100 M€ Secteur:  Industrie    BTP / Construction    Distribution aux Particuliers / Entreprises Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Family Office,"Immobilier, Services aux Particuliers / Entreprises, ","OPHILIAM GROUPE |  France - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  100 - 500 M€    VE:  300 - 5 000 M€ Secteur:  Immobilier    Services aux Particuliers / Entreprises    Energie et Environnement Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
France - Family Office,"Immobilier, Services aux Particuliers / Entreprises, ","SAMFI INVEST |  France - Family Office 1 (Venture (Serie A), Venture (Seed), Venture (Serie B/C)) Ticket unitaire:  1 - 10 M€    VE:  10 - 100 M€ Secteur:  Immobilier    Services aux Particuliers / Entreprises    Energie et Environnement Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,SOFIPACA |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  0 - 3 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Bank - PE dept,Tous secteurs,PERSPECTIVES & PARTICIPATIONS |  France - Bank - PE dept 1 (Minoritaire) Ticket unitaire:  1 - 5 M€    VE:  10 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,WOMEN EQUITY PARTNERS |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  0 - 5 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
France - PE specialist,"Distribution aux Particuliers / Entreprises, ",BTP CAPITAL INVESTISSEMENT |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  0 - 2 M€    VE:  2 - 200 M€ Secteur:  Distribution aux Particuliers / Entreprises    BTP / Construction Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Bank - PE dept,"Tous secteurs, Tous secteurs",EXPANSO CAPITAL |  France - Bank - PE dept 1 (Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  France 2 (Venture) Ticket unitaire:  0 - 1 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"GROUPE IRD |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  0 - 15 M€    VE:  10 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - PE specialist,"Agroalimentaire, , , , Agroalimentaire, , , ",SODIV |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  0 - 5 M€    VE:  0 - 30 M€ Secteur:  Agroalimentaire    Industrie    Services aux Particuliers / Entreprises    Distribution aux Particuliers / Entreprises Zones géographiques:  France 2 (Venture) Ticket unitaire:  0 - 3 M€    VE:  0 - 0 M€ Secteur:  Agroalimentaire    Industrie    Services aux Particuliers / Entreprises    Distribution aux Particuliers / Entreprises Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - Bank - PE dept,Tous secteurs,CREDIT AGRICOLE AQUITAINE EXPANSION |  France - Bank - PE dept 1 (Minoritaire) Ticket unitaire:  0 - 10 M€    VE:  2 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - PE specialist,"Services aux Particuliers / Entreprises, , , ",SIENNA PRIVATE CREDIT  (ex ACOFI GESTION) |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  20 - 200 M€ Secteur:  Services aux Particuliers / Entreprises    Energie et Environnement    Services Financiers    Immobilier Zones géographiques:  France,,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,Tous secteurs,YAM INVEST |  Pays-Bas - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  France    Pays-Bas    Maroc    Pologne,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,FINORPA |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  0 - 2 M€    VE:  5 - 30 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
France - PE specialist,"Tous secteurs, Tous secteurs",HERRIKOA |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 5 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France 2 (Venture) Ticket unitaire:  0 - 3 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"RIVER EVOLUTION PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 30 M€    VE:  10 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"CANTABRIA CAPITAL |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Toutes zones géographiques",,,,,,,,,,,,,,,,,,
Irlande - PE specialist,Tous secteurs,ADON CAPITAL |  Irlande - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 50 M€    VE:  100 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Espagne - Bank - PE dept,"Services aux Particuliers / Entreprises, , ","AVIOR CAPITAL |  Espagne - Bank - PE dept 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 25 M€    VE:  30 - 150 M€ Secteur:  Services aux Particuliers / Entreprises    Industrie    Biens de consommation Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
Allemagne - Family Office,Tous secteurs,"AEM UNTERNEHMERKAPITAL |  Allemagne - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 25 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Allemagne - Family Office,"Services aux Particuliers / Entreprises, ","ALVEUS BETEILIGUNGEN |  Allemagne - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  7 - 80 M€ Secteur:  Services aux Particuliers / Entreprises    Industrie Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Allemagne - Family Office,Tous secteurs,"ARGOS BETEILIGUNGSVERWALTUNG |  Allemagne - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 30 M€    VE:  25 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,Tous secteurs,"EQUATIS |  Suisse - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 35 M€    VE:  15 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne    Suisse",,,,,,,,,,,,,,,,,,
Danemark - Family Office,Tous secteurs,"LIND INVEST |  Danemark - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 250 M€    VE:  25 - 700 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Danemark - Family Office,Tous secteurs,KIRKBI |  Danemark - Family Office 1 (Minoritaire) Ticket unitaire:  150 - 1 000 M€    VE:  250 - 5 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Danemark - Family Office,Tous secteurs,"BAGGER-SØRENSEN & CO |  Danemark - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 1 000 M€    VE:  25 - 5 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,AXOS MIDCAP |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  2 - 10 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Santé,"BAIGO CAPITAL |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  10 - 200 M€ Secteur:  Santé Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"BLUE CAP |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"BRIGHT CAPITAL INVESTMENT MANAGEMENT |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  3 - 10 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"AS EQUITY PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"DEDIQ |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 30 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,,"DEUTSCHE INVEST DI MITTELSTAND |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 20 M€    VE:  30 - 450 M€ Secteur:  Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,,DIK DEUTSCHE INDUSTRIEKAPITAL |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  1 - 5 M€    VE:  40 - 300 M€ Secteur:  Zones géographiques:,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"DPK DEUTSCHE PRIVATKAPITAL |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  25 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,"Biens de consommation, , ",CONSTELLATION CAPITAL |  Suisse - PE specialist 1 (Majoritaire) Ticket unitaire:  1 - 25 M€    VE:  2 - 45 M€ Secteur:  Biens de consommation    Services aux Particuliers / Entreprises    Santé Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
